pageid,title,url,revision_id,revision_timestamp,categories,file
73232072,Tuza's conjecture,https://en.wikipedia.org/wiki/Tuza%27s_conjecture,1363377674,2026-07-09T20:44:15Z,Category:Unsolved problems in graph theory,pages/73232072.wiki
41997,Twin prime,https://en.wikipedia.org/wiki/Twin_prime,1375471849,2026-09-18T00:10:28Z,Category:Unsolved problems in number theory,pages/41997.wiki
43452583,Ulam's packing conjecture,https://en.wikipedia.org/wiki/Ulam%27s_packing_conjecture,1314754857,2025-10-03T02:19:11Z,Category:Unsolved problems in geometry,pages/43452583.wiki
70997104,Unfriendly partition,https://en.wikipedia.org/wiki/Unfriendly_partition,1362335070,2026-07-03T08:02:34Z,Category:Unsolved problems in graph theory,pages/70997104.wiki
4308458,Union-closed sets conjecture,https://en.wikipedia.org/wiki/Union-closed_sets_conjecture,1350313043,2026-04-21T06:16:55Z,Category:Unsolved problems in mathematics,pages/4308458.wiki
3000842,Unique games conjecture,https://en.wikipedia.org/wiki/Unique_games_conjecture,1375165775,2026-09-16T04:43:17Z,Category:Unsolved problems in computer science,pages/3000842.wiki
4956355,Unknotting problem,https://en.wikipedia.org/wiki/Unknotting_problem,1319444503,2025-10-29T21:35:21Z,Category:Unsolved problems in geometry,pages/4956355.wiki
13797188,Vaught conjecture,https://en.wikipedia.org/wiki/Vaught_conjecture,1296409660,2025-06-19T21:07:19Z,Category:Unsolved problems in mathematics,pages/13797188.wiki
34694378,Virasoro conjecture,https://en.wikipedia.org/wiki/Virasoro_conjecture,1335401680,2026-01-29T01:13:40Z,Category:Unsolved problems in geometry,pages/34694378.wiki
8175877,Vizing's conjecture,https://en.wikipedia.org/wiki/Vizing%27s_conjecture,1281219996,2025-03-19T01:24:15Z,Category:Unsolved problems in graph theory,pages/8175877.wiki
34682455,Vojta's conjecture,https://en.wikipedia.org/wiki/Vojta%27s_conjecture,1365060223,2026-07-20T01:36:35Z,Category:Abc conjecture; Category:Unsolved problems in number theory,pages/34682455.wiki
22173048,Volume conjecture,https://en.wikipedia.org/wiki/Volume_conjecture,1323104054,2025-11-19T18:57:05Z,Category:Unsolved problems in geometry,pages/22173048.wiki
712166,Wagstaff prime,https://en.wikipedia.org/wiki/Wagstaff_prime,1366161998,2026-07-26T17:23:43Z,Category:Unsolved problems in number theory,pages/712166.wiki
323651,Wall–Sun–Sun prime,https://en.wikipedia.org/wiki/Wall%E2%80%93Sun%E2%80%93Sun_prime,1370481276,2026-08-21T10:08:52Z,Category:Unsolved problems in number theory,pages/323651.wiki
33569,Waring's problem,https://en.wikipedia.org/wiki/Waring%27s_problem,1368657466,2026-08-10T09:43:44Z,Category:Unsolved problems in number theory,pages/33569.wiki
26497499,Waring–Goldbach problem,https://en.wikipedia.org/wiki/Waring%E2%80%93Goldbach_problem,1275919408,2025-02-15T21:24:29Z,Category:Unsolved problems in number theory,pages/26497499.wiki
4120135,Weinstein conjecture,https://en.wikipedia.org/wiki/Weinstein_conjecture,1367019679,2026-07-31T13:11:44Z,Category:Unsolved problems in geometry,pages/4120135.wiki
8213034,Whitehead conjecture,https://en.wikipedia.org/wiki/Whitehead_conjecture,1197367760,2024-01-20T06:22:08Z,Category:Unsolved problems in mathematics,pages/8213034.wiki
323631,Wieferich prime,https://en.wikipedia.org/wiki/Wieferich_prime,1370481335,2026-08-21T10:09:34Z,Category:Abc conjecture; Category:Unsolved problems in number theory,pages/323631.wiki
323646,Wilson prime,https://en.wikipedia.org/wiki/Wilson_prime,1370502238,2026-08-21T13:44:56Z,Category:Unsolved problems in number theory,pages/323646.wiki
29426653,Wolstenholme prime,https://en.wikipedia.org/wiki/Wolstenholme_prime,1370481351,2026-08-21T10:09:52Z,Category:Unsolved problems in number theory,pages/29426653.wiki
321962,Woodall number,https://en.wikipedia.org/wiki/Woodall_number,1350610988,2026-04-22T23:12:19Z,Category:Unsolved problems in number theory,pages/321962.wiki
43934137,X + Y sorting,https://en.wikipedia.org/wiki/X_%2B_Y_sorting,1328369276,2025-12-19T13:18:48Z,Category:Unsolved problems in computer science,pages/43934137.wiki
2393975,Yang–Mills existence and mass gap,https://en.wikipedia.org/wiki/Yang%E2%80%93Mills_existence_and_mass_gap,1368001419,2026-08-06T13:08:06Z,Category:Millennium Prize Problems; Category:Unsolved problems in mathematics,pages/2393975.wiki
60109204,Yau's conjecture on the first eigenvalue,https://en.wikipedia.org/wiki/Yau%27s_conjecture_on_the_first_eigenvalue,1300084659,2025-07-12T05:59:49Z,Category:Unsolved problems in mathematics,pages/60109204.wiki
3480707,Zarankiewicz problem,https://en.wikipedia.org/wiki/Zarankiewicz_problem,1318637041,2025-10-25T02:53:09Z,Category:Unsolved problems in graph theory,pages/3480707.wiki
38271866,Zeeman conjecture,https://en.wikipedia.org/wiki/Zeeman_conjecture,1314394005,2025-10-01T04:41:47Z,Category:Unsolved problems in geometry,pages/38271866.wiki
13668530,Černý conjecture,https://en.wikipedia.org/wiki/%C4%8Cern%C3%BD_conjecture,1146303951,2023-03-24T01:40:27Z,Category:Unsolved problems in computer science; Category:Unsolved problems in graph theory,pages/13668530.wiki
72351781,Černý's conjecture,https://en.wikipedia.org/wiki/%C4%8Cern%C3%BD%27s_conjecture,1146303907,2023-03-24T01:40:02Z,Category:Unsolved problems in computer science; Category:Unsolved problems in graph theory,pages/72351781.wiki
